User_ID,Content_Type,Content_Duration,Watch_Time,Pause_Count,Replay_Count,Notes_Count,Quiz_Attempts,Quiz_Score,Login_Frequency,Session_Duration,Previous_Content_Completion,Device_Type,Time_of_Day,Completion_Status,Watch_Percentage,Average_Session_Time,Engagement_Score,Replay_Ratio,Quiz_Performance,Cluster,User_Segment
U321,Article,84,84,6,0,4,4,52,15,38,Not Completed,Mobile,Night,Completed,100.0,2.533333333333333,70.30615379364484,0.0,13.0,1,Regular Learners
U322,Article,25,25,7,2,1,0,73,14,33,Completed,Mobile,Morning,Completed,100.0,2.357142857142857,64.66432301443736,0.07692307692307693,73.0,1,Regular Learners
U323,Article,17,17,0,5,1,2,84,9,91,Not Completed,Laptop,Morning,Completed,100.0,10.11111111111111,72.68166149015325,0.2777777777777778,42.0,1,Regular Learners
U324,Video,13,13,4,3,4,0,61,2,72,Completed,Mobile,Evening,Completed,100.0,36.0,68.22758455919997,0.21428571428571427,61.0,1,Regular Learners
U325,Video,113,55,2,1,0,3,92,5,114,Not Completed,Mobile,Morning,Not Completed,48.67256637168141,22.8,25.728595648104214,0.017857142857142856,30.666666666666668,0,Passive Users
U326,Video,13,13,2,3,4,0,98,6,66,Completed,Tablet,Night,Completed,100.0,11.0,83.96532304856821,0.21428571428571427,98.0,1,Regular Learners
U327,Course,65,8,1,4,4,3,62,7,145,Not Completed,Mobile,Afternoon,Not Completed,12.307692307692308,20.714285714285715,36.363803437765,0.4444444444444444,20.666666666666668,0,Passive Users
U328,Quiz,34,5,7,1,1,1,90,5,71,Not Completed,Mobile,Night,Not Completed,14.705882352941178,14.2,14.935864102970791,0.16666666666666666,90.0,0,Passive Users
U329,Article,76,12,3,2,1,1,42,9,166,Completed,Laptop,Afternoon,Not Completed,15.789473684210526,18.444444444444443,9.511910771159787,0.15384615384615385,42.0,0,Passive Users
U330,Article,105,33,6,2,4,4,81,1,26,Not Completed,Laptop,Evening,Not Completed,31.428571428571427,26.0,36.83694714105308,0.058823529411764705,20.25,0,Passive Users
U331,Course,76,59,5,5,4,2,73,7,75,Not Completed,Tablet,Afternoon,Completed,77.63157894736842,10.714285714285714,74.22886716090544,0.08333333333333333,36.5,1,Regular Learners
U332,Article,36,36,7,1,4,4,71,10,15,Completed,Mobile,Morning,Completed,100.0,1.5,73.57247687634391,0.02702702702702703,17.75,1,Regular Learners
U333,Video,102,7,2,0,1,3,84,7,67,Not Completed,Tablet,Night,Not Completed,6.862745098039216,9.571428571428571,8.240192899576984,0.0,28.0,0,Passive Users
U334,Quiz,41,36,4,1,4,4,90,4,78,Completed,Laptop,Afternoon,Completed,87.8048780487805,19.5,66.29386335503001,0.02702702702702703,22.5,1,Regular Learners
U335,Tutorial,59,14,7,4,4,0,97,9,165,Not Completed,Tablet,Night,Not Completed,23.728813559322035,18.333333333333332,54.558349593698175,0.26666666666666666,97.0,0,Passive Users
U336,Article,70,70,1,0,3,3,88,14,71,Completed,Laptop,Evening,Completed,100.0,5.071428571428571,73.86941533840745,0.0,29.333333333333332,2,Highly Engaged Learners
U337,Video,60,60,1,2,0,1,60,12,178,Not Completed,Tablet,Evening,Completed,100.0,14.833333333333334,52.489846069831735,0.03278688524590164,60.0,2,Highly Engaged Learners
U338,Tutorial,28,28,5,1,2,2,85,11,91,Not Completed,Tablet,Morning,Completed,100.0,8.272727272727273,67.03983071094576,0.034482758620689655,42.5,2,Highly Engaged Learners
U339,Quiz,30,30,4,3,0,3,83,5,178,Not Completed,Mobile,Evening,Completed,100.0,35.6,54.5684153042766,0.0967741935483871,27.666666666666668,2,Highly Engaged Learners
U340,Tutorial,14,14,3,5,3,3,60,4,80,Completed,Tablet,Afternoon,Completed,100.0,20.0,71.49390764189903,0.3333333333333333,20.0,1,Regular Learners
U341,Video,91,91,7,3,2,0,83,13,140,Completed,Mobile,Evening,Completed,100.0,10.76923076923077,75.9479845728523,0.03260869565217391,83.0,2,Highly Engaged Learners
U342,Tutorial,101,59,4,5,4,2,50,7,19,Completed,Mobile,Morning,Completed,58.415841584158414,2.7142857142857144,58.26985613336581,0.08333333333333333,25.0,1,Regular Learners
U343,Course,51,51,3,4,3,1,78,4,107,Completed,Mobile,Night,Completed,100.0,26.75,73.27553841428035,0.07692307692307693,78.0,1,Regular Learners
U344,Tutorial,70,36,4,3,4,3,43,15,98,Not Completed,Mobile,Night,Completed,51.42857142857142,6.533333333333333,55.247131788993286,0.08108108108108109,14.333333333333334,0,Passive Users
U345,Article,31,31,4,1,1,3,90,3,44,Not Completed,Tablet,Evening,Completed,100.0,14.666666666666666,53.08372299395884,0.03125,30.0,1,Regular Learners
U346,Article,30,11,0,1,5,0,40,9,11,Completed,Laptop,Afternoon,Completed,36.666666666666664,1.2222222222222223,39.0286357896174,0.08333333333333333,40.0,0,Passive Users
U347,Course,79,79,1,3,3,4,67,11,133,Completed,Laptop,Morning,Completed,100.0,12.090909090909092,74.7602307245981,0.0375,16.75,2,Highly Engaged Learners
U348,Video,10,10,7,1,1,1,63,8,33,Completed,Laptop,Afternoon,Completed,100.0,4.125,51.00515375951397,0.09090909090909091,63.0,1,Regular Learners
U349,Article,14,14,4,4,3,2,100,1,83,Not Completed,Tablet,Morning,Completed,100.0,83.0,76.24492303491587,0.26666666666666666,50.0,1,Regular Learners
U350,Quiz,114,61,7,0,3,3,74,7,175,Completed,Mobile,Evening,Completed,53.50877192982456,25.0,39.30994591157233,0.0,24.666666666666668,2,Highly Engaged Learners
U351,Article,21,21,5,4,1,3,52,9,31,Completed,Laptop,Morning,Completed,100.0,3.4444444444444446,59.61636915935698,0.18181818181818182,17.333333333333332,1,Regular Learners
U352,Article,99,92,4,5,2,1,86,8,163,Not Completed,Tablet,Morning,Completed,92.92929292929293,20.375,74.66724999405297,0.053763440860215055,86.0,2,Highly Engaged Learners
U353,Video,55,55,2,4,0,4,73,8,180,Not Completed,Mobile,Evening,Completed,100.0,22.5,58.72555377316632,0.07142857142857142,18.25,2,Highly Engaged Learners
U354,Tutorial,43,43,1,5,4,3,50,13,48,Completed,Laptop,Afternoon,Completed,100.0,3.6923076923076925,85.15307689682243,0.11363636363636363,16.666666666666668,1,Regular Learners
U355,Article,58,58,2,1,3,1,75,6,166,Not Completed,Mobile,Evening,Completed,100.0,27.666666666666668,64.07044609031026,0.01694915254237288,75.0,2,Highly Engaged Learners
U356,Course,87,58,7,0,4,0,90,11,29,Completed,Laptop,Morning,Completed,66.66666666666666,2.6363636363636362,61.0020819823202,0.0,90.0,0,Passive Users
U357,Tutorial,99,99,7,1,5,4,100,4,50,Not Completed,Laptop,Evening,Completed,100.0,12.5,80.99593842793269,0.01,25.0,1,Regular Learners
U358,Quiz,54,54,1,2,1,2,56,8,157,Completed,Laptop,Morning,Completed,100.0,19.625,52.489846069831735,0.03636363636363636,28.0,2,Highly Engaged Learners
U359,Video,36,36,7,1,4,3,74,3,117,Completed,Mobile,Evening,Completed,100.0,39.0,66.14901532475511,0.02702702702702703,24.666666666666668,2,Highly Engaged Learners
U360,Quiz,82,55,2,5,1,1,99,13,156,Completed,Tablet,Night,Completed,67.07317073170732,12.0,66.24316654443379,0.08928571428571429,99.0,2,Highly Engaged Learners
U361,Tutorial,35,35,4,1,4,0,57,9,93,Completed,Mobile,Night,Completed,100.0,10.333333333333334,68.22758455919997,0.027777777777777776,57.0,1,Regular Learners
U362,Tutorial,56,56,4,1,0,2,79,13,120,Not Completed,Laptop,Evening,Completed,100.0,9.23076923076923,55.7561691525308,0.017543859649122806,39.5,2,Highly Engaged Learners
U363,Tutorial,95,95,0,0,0,1,61,2,75,Not Completed,Mobile,Afternoon,Completed,100.0,37.5,33.78272295982798,0.0,61.0,1,Regular Learners
U364,Quiz,120,12,5,1,0,1,96,2,167,Not Completed,Tablet,Morning,Not Completed,10.0,83.5,4.97969213966347,0.07692307692307693,96.0,0,Passive Users
U365,Tutorial,65,38,7,0,0,2,63,12,62,Not Completed,Mobile,Night,Not Completed,58.46153846153847,5.166666666666667,26.519151349350334,0.0,31.5,0,Passive Users
U366,Quiz,103,39,2,3,0,0,97,13,43,Completed,Tablet,Afternoon,Completed,37.86407766990291,3.3076923076923075,38.706712214241044,0.075,97.0,0,Passive Users
U367,Tutorial,116,100,7,2,0,0,58,15,159,Completed,Tablet,Morning,Completed,86.20689655172413,10.6,48.906106010444034,0.019801980198019802,58.0,2,Highly Engaged Learners
U368,Course,72,72,7,0,1,4,76,12,76,Not Completed,Mobile,Night,Completed,100.0,6.333333333333333,56.05310761459435,0.0,19.0,2,Highly Engaged Learners
U369,Tutorial,57,57,3,5,3,3,78,7,143,Not Completed,Laptop,Night,Completed,100.0,20.428571428571427,80.40206150380558,0.08620689655172414,26.0,2,Highly Engaged Learners
U370,Quiz,70,36,0,3,4,2,60,12,36,Not Completed,Tablet,Evening,Completed,51.42857142857142,3.0,56.731824099311034,0.08108108108108109,30.0,0,Passive Users
U371,Article,90,50,2,0,0,2,47,10,19,Not Completed,Mobile,Morning,Not Completed,55.55555555555556,1.9,18.011991308008245,0.0,23.5,0,Passive Users
U372,Tutorial,35,35,2,0,1,2,67,4,82,Not Completed,Tablet,Afternoon,Completed,100.0,20.5,43.87863066998873,0.0,33.5,1,Regular Learners
U373,Article,45,20,7,2,1,0,44,10,105,Completed,Laptop,Afternoon,Not Completed,44.44444444444444,10.5,24.90756226037294,0.09523809523809523,44.0,0,Passive Users
U374,Course,10,10,0,5,1,3,56,8,57,Completed,Mobile,Afternoon,Completed,100.0,7.125,63.179630704119596,0.45454545454545453,18.666666666666668,1,Regular Learners
U375,Video,17,17,4,4,3,4,76,9,79,Completed,Mobile,Morning,Completed,100.0,8.777777777777779,78.62043073142428,0.2222222222222222,19.0,1,Regular Learners
U376,Course,108,41,2,4,4,1,75,7,109,Not Completed,Mobile,Afternoon,Not Completed,37.96296296296296,15.571428571428571,52.41286202411156,0.09523809523809523,75.0,0,Passive Users
U377,Tutorial,61,58,4,0,3,1,93,5,68,Not Completed,Laptop,Afternoon,Completed,95.08196721311475,13.6,62.327758067052045,0.0,93.0,1,Regular Learners
U378,Article,88,88,0,1,2,2,58,8,11,Not Completed,Tablet,Afternoon,Completed,100.0,1.375,55.45923069046725,0.011235955056179775,29.0,1,Regular Learners
U379,Article,56,18,4,5,1,3,66,4,166,Not Completed,Mobile,Evening,Not Completed,32.142857142857146,41.5,29.15896690769554,0.2631578947368421,22.0,0,Passive Users
U380,Quiz,65,65,1,3,2,0,92,2,74,Completed,Tablet,Evening,Completed,100.0,37.0,65.55513840062801,0.045454545454545456,92.0,1,Regular Learners
U381,Article,95,59,3,1,5,3,73,11,92,Completed,Tablet,Morning,Completed,62.10526315789474,8.363636363636363,63.28902908487984,0.016666666666666666,24.333333333333332,0,Passive Users
U382,Quiz,23,23,6,1,0,3,50,15,163,Not Completed,Laptop,Morning,Completed,100.0,10.866666666666667,49.52046144919622,0.041666666666666664,16.666666666666668,2,Highly Engaged Learners
U383,Video,99,86,2,5,0,0,93,12,19,Completed,Mobile,Afternoon,Completed,86.86868686868688,1.5833333333333333,66.73989287047753,0.05747126436781609,93.0,1,Regular Learners
U384,Tutorial,37,11,5,0,3,2,84,6,62,Completed,Tablet,Evening,Completed,29.72972972972973,10.333333333333334,29.794117131568925,0.0,42.0,0,Passive Users
U385,Quiz,96,78,3,0,4,3,86,9,88,Not Completed,Mobile,Night,Completed,81.25,9.777777777777779,64.36738455237379,0.0,28.666666666666668,2,Highly Engaged Learners
U386,Video,87,11,6,0,2,1,51,1,68,Not Completed,Mobile,Night,Not Completed,12.643678160919542,68.0,0.0,0.0,51.0,0,Passive Users
U387,Article,97,37,4,0,4,0,93,11,159,Not Completed,Laptop,Afternoon,Completed,38.144329896907216,14.454545454545455,48.34189126471718,0.0,93.0,0,Passive Users
U388,Article,11,11,2,4,3,4,60,10,57,Not Completed,Mobile,Afternoon,Completed,100.0,5.7,75.05716918666167,0.3333333333333333,15.0,1,Regular Learners
U389,Video,118,89,4,0,0,2,93,12,158,Not Completed,Mobile,Evening,Completed,75.42372881355932,13.166666666666666,43.48606795743014,0.0,46.5,2,Highly Engaged Learners
U390,Article,35,23,1,4,4,0,50,7,132,Not Completed,Tablet,Evening,Completed,65.71428571428571,18.857142857142858,58.174096629333995,0.16666666666666666,50.0,2,Highly Engaged Learners
U391,Video,23,23,0,4,4,4,78,10,31,Completed,Laptop,Evening,Completed,100.0,3.1,86.34083074507663,0.16666666666666666,19.5,1,Regular Learners
U392,Quiz,68,23,2,0,0,4,67,9,109,Completed,Mobile,Morning,Completed,33.82352941176471,12.11111111111111,12.438087627965624,0.0,16.75,0,Passive Users
U393,Quiz,65,40,6,2,2,3,44,10,107,Not Completed,Tablet,Morning,Not Completed,61.53846153846154,10.7,38.96772533586076,0.04878048780487805,14.666666666666666,0,Passive Users
U394,Video,16,16,6,3,0,3,56,9,167,Completed,Laptop,Afternoon,Completed,100.0,18.555555555555557,51.302092221577524,0.17647058823529413,18.666666666666668,2,Highly Engaged Learners
U395,Quiz,12,12,1,1,4,3,95,10,34,Not Completed,Laptop,Morning,Completed,100.0,3.4,80.69899996586915,0.07692307692307693,31.666666666666668,1,Regular Learners
U396,Quiz,120,86,1,4,2,0,59,11,37,Not Completed,Tablet,Evening,Completed,71.66666666666667,3.3636363636363638,56.54800505136694,0.04597701149425287,59.0,1,Regular Learners
U397,Quiz,32,6,7,5,2,0,80,13,122,Not Completed,Tablet,Evening,Not Completed,18.75,9.384615384615385,43.58169220792518,0.7142857142857143,80.0,0,Passive Users
U398,Course,119,5,2,5,0,2,85,3,54,Not Completed,Tablet,Morning,Not Completed,4.201680672268908,18.0,14.39937864630135,0.8333333333333334,42.5,0,Passive Users
U399,Tutorial,116,51,4,3,4,3,97,11,77,Completed,Tablet,Night,Completed,43.96551724137931,7.0,62.985084815181416,0.057692307692307696,32.333333333333336,0,Passive Users
U400,Article,120,73,5,5,3,4,51,13,16,Not Completed,Tablet,Afternoon,Completed,60.83333333333333,1.2307692307692308,60.90310249496569,0.06756756756756757,12.75,1,Regular Learners
U401,Course,118,24,6,2,4,1,45,5,58,Completed,Mobile,Night,Not Completed,20.33898305084746,11.6,25.629497391303342,0.08,45.0,0,Passive Users
U402,Quiz,27,15,6,5,1,2,56,8,146,Not Completed,Mobile,Afternoon,Not Completed,55.55555555555556,18.25,42.06400673515593,0.3125,28.0,0,Passive Users
U403,Video,47,47,1,1,5,0,90,8,173,Not Completed,Laptop,Night,Completed,100.0,21.625,82.777569200314,0.020833333333333332,90.0,2,Highly Engaged Learners
U404,Quiz,108,6,3,1,3,2,58,4,92,Not Completed,Mobile,Morning,Not Completed,5.555555555555555,23.0,11.776283604673651,0.14285714285714285,29.0,0,Passive Users
U405,Tutorial,24,24,1,4,2,2,65,15,138,Completed,Mobile,Afternoon,Completed,100.0,9.2,76.54186149697941,0.16,32.5,2,Highly Engaged Learners
U406,Quiz,73,73,5,0,3,2,87,15,147,Not Completed,Mobile,Afternoon,Completed,100.0,9.8,74.7602307245981,0.0,43.5,2,Highly Engaged Learners
U407,Video,98,16,4,2,2,2,83,12,173,Not Completed,Tablet,Afternoon,Not Completed,16.3265306122449,14.416666666666666,31.44357507500082,0.11764705882352941,41.5,0,Passive Users
U408,Tutorial,110,24,4,4,2,1,83,11,82,Not Completed,Laptop,Evening,Not Completed,21.818181818181817,7.454545454545454,39.99143625752043,0.16,83.0,0,Passive Users
U409,Quiz,37,9,3,2,3,3,91,11,55,Completed,Laptop,Evening,Completed,24.324324324324326,5.0,42.369862268152325,0.2,30.333333333333332,0,Passive Users
U410,Tutorial,83,41,6,0,2,4,71,1,115,Completed,Laptop,Night,Not Completed,49.39759036144578,115.0,23.40060950309995,0.0,17.75,0,Passive Users
U411,Article,48,42,1,5,2,2,45,1,169,Completed,Laptop,Morning,Completed,87.5,169.0,51.599030683641075,0.11627906976744186,22.5,2,Highly Engaged Learners
U412,Article,66,66,7,5,1,2,94,15,41,Not Completed,Mobile,Evening,Completed,100.0,2.7333333333333334,82.777569200314,0.07462686567164178,47.0,1,Regular Learners
U413,Quiz,26,13,4,0,4,2,97,4,15,Completed,Mobile,Afternoon,Completed,50.0,3.75,46.848015290624254,0.0,48.5,0,Passive Users
U414,Tutorial,112,102,5,4,4,3,75,6,175,Not Completed,Tablet,Evening,Completed,91.07142857142857,29.166666666666668,76.45702193638984,0.038834951456310676,25.0,2,Highly Engaged Learners
U415,Video,95,57,2,0,5,0,77,8,154,Completed,Laptop,Morning,Completed,60.0,19.25,56.350046076657904,0.0,77.0,2,Highly Engaged Learners
U416,Quiz,99,48,0,3,5,0,50,6,83,Completed,Mobile,Evening,Completed,48.484848484848484,13.833333333333334,51.17611832858087,0.061224489795918366,50.0,0,Passive Users
U417,Article,53,53,0,1,1,1,72,12,123,Not Completed,Mobile,Afternoon,Completed,100.0,10.25,58.428615311102774,0.018518518518518517,72.0,2,Highly Engaged Learners
U418,Article,34,34,0,4,5,0,63,9,36,Completed,Tablet,Night,Completed,100.0,4.0,86.63776920714017,0.11428571428571428,63.0,1,Regular Learners
U419,Quiz,26,26,7,2,3,2,62,15,63,Not Completed,Tablet,Afternoon,Completed,100.0,4.2,74.46329226253455,0.07407407407407407,31.0,1,Regular Learners
U420,Tutorial,22,22,6,3,0,2,54,15,172,Not Completed,Tablet,Morning,Completed,100.0,11.466666666666667,57.83473838697566,0.13043478260869565,27.0,2,Highly Engaged Learners
U421,Article,93,28,1,4,0,2,66,9,94,Completed,Mobile,Night,Not Completed,30.107526881720432,10.444444444444445,24.62871682287957,0.13793103448275862,33.0,0,Passive Users
U422,Tutorial,34,34,3,0,0,1,50,14,136,Not Completed,Mobile,Evening,Completed,100.0,9.714285714285714,44.76944605617939,0.0,50.0,2,Highly Engaged Learners
U423,Article,77,77,7,0,1,2,96,2,162,Not Completed,Tablet,Evening,Completed,100.0,81.0,50.11433837332332,0.0,48.0,2,Highly Engaged Learners
U424,Article,19,19,7,0,1,0,90,10,165,Completed,Laptop,Evening,Completed,100.0,16.5,57.83473838697566,0.0,90.0,2,Highly Engaged Learners
U425,Course,76,63,4,0,2,3,89,1,120,Completed,Tablet,Night,Completed,82.89473684210526,120.0,44.66004767541914,0.0,29.666666666666668,2,Highly Engaged Learners
U426,Article,114,114,2,2,0,3,56,2,24,Not Completed,Tablet,Afternoon,Completed,100.0,12.0,39.42455373903546,0.017391304347826087,18.666666666666668,1,Regular Learners
U427,Video,118,91,7,3,3,4,90,5,141,Completed,Tablet,Night,Completed,77.11864406779661,28.2,63.59232483783504,0.03260869565217391,22.5,2,Highly Engaged Learners
U428,Quiz,27,27,5,5,5,0,92,4,102,Not Completed,Tablet,Night,Completed,100.0,25.5,92.87347691047476,0.17857142857142858,92.0,1,Regular Learners
U429,Quiz,120,85,2,1,3,2,53,4,132,Not Completed,Mobile,Morning,Not Completed,70.83333333333334,33.0,41.3051639987713,0.011627906976744186,26.5,2,Highly Engaged Learners
U430,Tutorial,109,109,5,2,5,3,66,9,82,Completed,Laptop,Night,Completed,100.0,9.11111111111111,80.40206150380558,0.01818181818181818,22.0,1,Regular Learners
U431,Article,120,119,6,2,0,0,57,11,164,Completed,Tablet,Evening,Completed,99.16666666666667,14.909090909090908,50.01535888596881,0.016666666666666666,57.0,2,Highly Engaged Learners
U432,Video,95,85,1,5,0,3,67,8,163,Completed,Laptop,Afternoon,Completed,89.47368421052632,20.375,55.50611571079307,0.05813953488372093,22.333333333333332,2,Highly Engaged Learners
U433,Tutorial,43,18,0,5,0,2,90,6,156,Completed,Laptop,Afternoon,Completed,41.86046511627907,26.0,37.33907895896122,0.2631578947368421,45.0,0,Passive Users
U434,Course,120,13,7,1,1,3,86,1,101,Not Completed,Laptop,Afternoon,Not Completed,10.833333333333334,101.0,7.157240861462852,0.07142857142857142,28.666666666666668,0,Passive Users
U435,Tutorial,17,17,1,1,5,4,86,2,26,Not Completed,Tablet,Evening,Completed,100.0,13.0,74.46329226253455,0.05555555555555555,21.5,1,Regular Learners
U436,Tutorial,49,49,6,5,1,4,43,6,52,Completed,Mobile,Evening,Completed,100.0,8.666666666666666,56.94392300078501,0.1,10.75,1,Regular Learners
U437,Article,117,113,3,0,1,3,46,11,130,Completed,Tablet,Evening,Completed,96.58119658119658,11.818181818181818,44.33292113759024,0.0,15.333333333333334,2,Highly Engaged Learners
U438,Course,92,29,3,2,4,0,84,2,50,Not Completed,Laptop,Evening,Not Completed,31.521739130434785,25.0,38.95978049406643,0.06666666666666667,84.0,0,Passive Users
U439,Tutorial,51,51,6,4,3,0,74,15,179,Not Completed,Laptop,Evening,Completed,100.0,11.933333333333334,85.15307689682243,0.07692307692307693,74.0,2,Highly Engaged Learners
U440,Video,50,50,5,1,3,0,87,13,177,Not Completed,Mobile,Night,Completed,100.0,13.615384615384615,75.9479845728523,0.0196078431372549,87.0,2,Highly Engaged Learners
U441,Video,110,26,4,1,2,3,48,10,48,Not Completed,Tablet,Evening,Not Completed,23.636363636363637,4.8,18.584872583302563,0.037037037037037035,16.0,0,Passive Users
U442,Quiz,15,15,4,5,1,0,47,5,122,Completed,Laptop,Evening,Completed,100.0,24.4,56.94392300078501,0.3125,47.0,1,Regular Learners
U443,Course,61,61,5,3,5,2,91,14,160,Not Completed,Mobile,Evening,Completed,100.0,11.428571428571429,97.32755384142804,0.04838709677419355,45.5,2,Highly Engaged Learners
U444,Course,35,8,3,4,4,4,84,5,120,Not Completed,Laptop,Evening,Not Completed,22.857142857142858,24.0,45.53300210148566,0.4444444444444444,21.0,0,Passive Users
U445,Quiz,73,30,3,4,4,2,56,6,56,Completed,Mobile,Afternoon,Completed,41.0958904109589,9.333333333333334,47.07173604971323,0.12903225806451613,28.0,0,Passive Users
U446,Tutorial,107,62,7,1,3,0,56,6,72,Not Completed,Mobile,Evening,Not Completed,57.943925233644855,12.0,38.447709452620785,0.015873015873015872,56.0,0,Passive Users
U447,Course,68,33,3,0,1,2,88,14,119,Not Completed,Tablet,Night,Completed,48.529411764705884,8.5,37.53812115651408,0.0,44.0,0,Passive Users
U448,Video,65,65,1,3,2,0,72,6,78,Completed,Laptop,Night,Completed,100.0,13.0,64.36738455237379,0.045454545454545456,72.0,1,Regular Learners
U449,Video,68,68,3,4,1,3,71,14,52,Completed,Tablet,Night,Completed,100.0,3.7142857142857144,71.19696917983549,0.057971014492753624,23.666666666666668,1,Regular Learners
U450,Article,118,91,2,1,0,2,47,2,43,Completed,Laptop,Morning,Completed,77.11864406779661,21.5,22.31787861100136,0.010869565217391304,23.5,1,Regular Learners
U451,Course,79,41,7,4,1,3,58,14,49,Not Completed,Tablet,Afternoon,Not Completed,51.89873417721519,3.5,44.48378373824483,0.09523809523809523,19.333333333333332,0,Passive Users
U452,Tutorial,110,79,0,3,0,3,77,10,70,Not Completed,Laptop,Evening,Completed,71.81818181818181,7.0,45.33632857466434,0.0375,25.666666666666668,1,Regular Learners
U453,Quiz,42,42,3,3,0,1,42,14,71,Completed,Tablet,Morning,Completed,100.0,5.071428571428571,53.08372299395884,0.06976744186046512,42.0,1,Regular Learners
U454,Quiz,62,22,5,2,2,0,98,13,67,Completed,Mobile,Evening,Completed,35.483870967741936,5.153846153846154,46.18708774603118,0.08695652173913043,98.0,0,Passive Users
U455,Tutorial,31,31,0,5,5,4,44,15,170,Not Completed,Laptop,Morning,Completed,100.0,11.333333333333334,91.68572306222056,0.15625,11.0,2,Highly Engaged Learners
U456,Article,30,30,1,5,3,0,52,14,84,Completed,Laptop,Morning,Completed,100.0,6.0,80.99593842793269,0.16129032258064516,52.0,1,Regular Learners
U457,Quiz,79,79,5,1,1,4,86,3,25,Completed,Mobile,Night,Completed,100.0,8.333333333333334,51.89596914570463,0.0125,21.5,1,Regular Learners
U458,Course,79,45,0,3,0,0,85,14,91,Completed,Tablet,Night,Completed,56.9620253164557,6.5,45.40466884211282,0.06521739130434782,85.0,0,Passive Users
U459,Article,13,13,5,2,1,3,100,6,103,Not Completed,Laptop,Morning,Completed,100.0,17.166666666666668,63.179630704119596,0.14285714285714285,33.333333333333336,2,Highly Engaged Learners
U460,Course,103,38,1,2,5,2,70,13,57,Not Completed,Laptop,Night,Completed,36.89320388349515,4.384615384615385,56.35869476972771,0.05128205128205128,35.0,0,Passive Users
U461,Video,84,21,7,4,3,2,94,8,147,Not Completed,Tablet,Morning,Not Completed,25.0,18.375,47.144953752687805,0.18181818181818182,47.0,0,Passive Users
U462,Article,71,41,2,4,5,1,55,12,91,Not Completed,Mobile,Afternoon,Completed,57.74647887323944,7.583333333333333,67.75081012715427,0.09523809523809523,55.0,0,Passive Users
U463,Quiz,71,29,1,2,3,4,89,13,47,Not Completed,Tablet,Night,Completed,40.845070422535215,3.6153846153846154,52.00052494220587,0.06666666666666667,22.25,0,Passive Users
U464,Article,103,103,1,4,4,4,71,11,136,Not Completed,Tablet,Night,Completed,100.0,12.363636363636363,85.45001535888596,0.038461538461538464,17.75,2,Highly Engaged Learners
U465,Article,104,80,5,3,3,4,61,12,28,Completed,Tablet,Night,Completed,76.92307692307693,2.3333333333333335,63.20247212427833,0.037037037037037035,15.25,1,Regular Learners
U466,Article,33,33,7,0,2,3,68,1,173,Not Completed,Laptop,Afternoon,Completed,100.0,173.0,46.5510768285607,0.0,22.666666666666668,2,Highly Engaged Learners
U467,Article,64,64,6,3,5,4,61,1,72,Not Completed,Mobile,Morning,Completed,100.0,72.0,72.9785999522168,0.046153846153846156,15.25,1,Regular Learners
U468,Course,18,18,4,2,0,2,82,11,86,Completed,Mobile,Evening,Completed,100.0,7.818181818181818,57.83473838697566,0.10526315789473684,41.0,2,Highly Engaged Learners
U469,Video,12,12,3,2,4,3,42,13,140,Not Completed,Tablet,Night,Completed,100.0,10.76923076923077,72.08778456602614,0.15384615384615385,14.0,2,Highly Engaged Learners
U470,Tutorial,40,31,3,3,2,0,93,2,111,Not Completed,Laptop,Morning,Completed,77.5,55.5,55.1622922284037,0.09375,93.0,1,Regular Learners
U471,Article,49,49,2,4,1,4,49,11,74,Completed,Tablet,Afternoon,Completed,100.0,6.7272727272727275,61.10106146967473,0.08,12.25,1,Regular Learners
U472,Quiz,110,35,2,4,5,4,81,15,129,Completed,Laptop,Evening,Completed,31.818181818181817,8.6,66.71589784324006,0.1111111111111111,20.25,0,Passive Users
U473,Article,45,10,3,5,0,0,60,12,100,Completed,Laptop,Night,Not Completed,22.22222222222222,8.333333333333334,26.227288758433165,0.45454545454545453,60.0,0,Passive Users
U474,Quiz,33,33,4,2,3,4,55,12,17,Not Completed,Laptop,Afternoon,Completed,100.0,1.4166666666666667,68.82146148332707,0.058823529411764705,13.75,1,Regular Learners
U475,Course,104,44,3,1,0,0,51,6,82,Completed,Laptop,Afternoon,Not Completed,42.30769230769231,13.666666666666666,11.717911086490215,0.022222222222222223,51.0,0,Passive Users
U476,Quiz,15,15,6,5,1,3,41,9,143,Not Completed,Mobile,Evening,Completed,100.0,15.88888888888889,59.91330762142052,0.3125,13.666666666666666,2,Highly Engaged Learners
U477,Tutorial,75,16,4,4,4,2,80,4,116,Not Completed,Laptop,Morning,Not Completed,21.333333333333336,29.0,42.43353015461278,0.23529411764705882,40.0,0,Passive Users
U478,Video,93,93,2,3,4,0,63,3,98,Not Completed,Laptop,Night,Completed,100.0,32.666666666666664,70.00921533158127,0.031914893617021274,63.0,1,Regular Learners
U479,Quiz,101,57,0,4,5,1,74,12,48,Not Completed,Tablet,Night,Completed,56.43564356435643,4.0,72.76986103334045,0.06896551724137931,74.0,1,Regular Learners
U480,Quiz,84,75,5,3,4,0,95,8,122,Completed,Tablet,Morning,Completed,89.28571428571429,15.25,80.3596417235108,0.039473684210526314,95.0,2,Highly Engaged Learners
